Date,CER,UVA,UVI
01-01-2003,1.4055,,
02-01-2003,1.4058,,
03-01-2003,1.406,,
04-01-2003,1.4062,,
05-01-2003,1.4064,,
06-01-2003,1.4067,,
07-01-2003,1.4068,,
08-01-2003,1.4069,,
09-01-2003,1.4069,,
10-01-2003,1.407,,
11-01-2003,1.4071,,
12-01-2003,1.4072,,
13-01-2003,1.4073,,
14-01-2003,1.4074,,
15-01-2003,1.4075,,
16-01-2003,1.4075,,
17-01-2003,1.4076,,
18-01-2003,1.4077,,
19-01-2003,1.4078,,
20-01-2003,1.4079,,
21-01-2003,1.408,,
22-01-2003,1.4081,,
23-01-2003,1.4081,,
24-01-2003,1.4082,,
25-01-2003,1.4083,,
26-01-2003,1.4084,,
27-01-2003,1.4085,,
28-01-2003,1.4086,,
29-01-2003,1.4087,,
30-01-2003,1.4087,,
31-01-2003,1.4088,,
01-02-2003,1.4089,,
02-02-2003,1.409,,
03-02-2003,1.4091,,
04-02-2003,1.4092,,
05-02-2003,1.4093,,
06-02-2003,1.4094,,
07-02-2003,1.4101,,
08-02-2003,1.4107,,
09-02-2003,1.4114,,
10-02-2003,1.412,,
11-02-2003,1.4127,,
12-02-2003,1.4134,,
13-02-2003,1.414,,
14-02-2003,1.4147,,
15-02-2003,1.4153,,
16-02-2003,1.416,,
17-02-2003,1.4167,,
18-02-2003,1.4173,,
19-02-2003,1.418,,
20-02-2003,1.4186,,
21-02-2003,1.4193,,
22-02-2003,1.42,,
23-02-2003,1.4206,,
24-02-2003,1.4213,,
25-02-2003,1.422,,
26-02-2003,1.4226,,
27-02-2003,1.4233,,
28-02-2003,1.4239,,
01-03-2003,1.4246,,
02-03-2003,1.4252,,
03-03-2003,1.4258,,
04-03-2003,1.4264,,
05-03-2003,1.427,,
06-03-2003,1.4276,,
07-03-2003,1.4278,,
08-03-2003,1.4281,,
09-03-2003,1.4283,,
10-03-2003,1.4286,,
11-03-2003,1.4289,,
12-03-2003,1.4291,,
13-03-2003,1.4294,,
14-03-2003,1.4296,,
15-03-2003,1.4299,,
16-03-2003,1.4302,,
17-03-2003,1.4304,,
18-03-2003,1.4307,,
19-03-2003,1.4309,,
20-03-2003,1.4312,,
21-03-2003,1.4315,,
22-03-2003,1.4317,,
23-03-2003,1.432,,
24-03-2003,1.4322,,
25-03-2003,1.4325,,
26-03-2003,1.4328,,
27-03-2003,1.433,,
28-03-2003,1.4333,,
29-03-2003,1.4336,,
30-03-2003,1.4338,,
31-03-2003,1.4341,,
01-04-2003,1.4343,,
02-04-2003,1.4346,,
03-04-2003,1.4349,,
04-04-2003,1.4352,,
05-04-2003,1.4354,,
06-04-2003,1.4357,,
07-04-2003,1.436,,
08-04-2003,1.4363,,
09-04-2003,1.4365,,
10-04-2003,1.4368,,
11-04-2003,1.4371,,
12-04-2003,1.4374,,
13-04-2003,1.4377,,
14-04-2003,1.4379,,
15-04-2003,1.4382,,
16-04-2003,1.4385,,
17-04-2003,1.4388,,
18-04-2003,1.4391,,
19-04-2003,1.4393,,
20-04-2003,1.4396,,
21-04-2003,1.4399,,
22-04-2003,1.4402,,
23-04-2003,1.4405,,
24-04-2003,1.4407,,
25-04-2003,1.441,,
26-04-2003,1.4413,,
27-04-2003,1.4416,,
28-04-2003,1.4419,,
29-04-2003,1.4421,,
30-04-2003,1.4424,,
01-05-2003,1.4427,,
02-05-2003,1.443,,
03-05-2003,1.4432,,
04-05-2003,1.4435,,
05-05-2003,1.4438,,
06-05-2003,1.444,,
07-05-2003,1.4441,,
08-05-2003,1.4441,,
09-05-2003,1.4441,,
10-05-2003,1.4442,,
11-05-2003,1.4442,,
12-05-2003,1.4442,,
13-05-2003,1.4442,,
14-05-2003,1.4443,,
15-05-2003,1.4443,,
16-05-2003,1.4443,,
17-05-2003,1.4443,,
18-05-2003,1.4444,,
19-05-2003,1.4444,,
20-05-2003,1.4444,,
21-05-2003,1.4444,,
22-05-2003,1.4445,,
23-05-2003,1.4445,,
24-05-2003,1.4445,,
25-05-2003,1.4445,,
26-05-2003,1.4446,,
27-05-2003,1.4446,,
28-05-2003,1.4446,,
29-05-2003,1.4447,,
30-05-2003,1.4447,,
31-05-2003,1.4447,,
01-06-2003,1.4447,,
02-06-2003,1.4448,,
03-06-2003,1.4448,,
04-06-2003,1.4448,,
05-06-2003,1.4448,,
06-06-2003,1.4449,,
07-06-2003,1.4447,,
08-06-2003,1.4445,,
09-06-2003,1.4443,,
10-06-2003,1.4441,,
11-06-2003,1.4439,,
12-06-2003,1.4437,,
13-06-2003,1.4436,,
14-06-2003,1.4434,,
15-06-2003,1.4432,,
16-06-2003,1.443,,
17-06-2003,1.4428,,
18-06-2003,1.4426,,
19-06-2003,1.4424,,
20-06-2003,1.4422,,
21-06-2003,1.4421,,
22-06-2003,1.4419,,
23-06-2003,1.4417,,
24-06-2003,1.4415,,
25-06-2003,1.4413,,
26-06-2003,1.4411,,
27-06-2003,1.4409,,
28-06-2003,1.4407,,
29-06-2003,1.4405,,
30-06-2003,1.4404,,
01-07-2003,1.4402,,
02-07-2003,1.44,,
03-07-2003,1.4398,,
04-07-2003,1.4396,,
05-07-2003,1.4395,,
06-07-2003,1.4393,,
07-07-2003,1.4392,,
08-07-2003,1.4392,,
09-07-2003,1.4392,,
10-07-2003,1.4391,,
11-07-2003,1.4391,,
12-07-2003,1.439,,
13-07-2003,1.439,,
14-07-2003,1.439,,
15-07-2003,1.4389,,
16-07-2003,1.4389,,
17-07-2003,1.4388,,
18-07-2003,1.4388,,
19-07-2003,1.4388,,
20-07-2003,1.4387,,
21-07-2003,1.4387,,
22-07-2003,1.4386,,
23-07-2003,1.4386,,
24-07-2003,1.4386,,
25-07-2003,1.4385,,
26-07-2003,1.4385,,
27-07-2003,1.4384,,
28-07-2003,1.4384,,
29-07-2003,1.4384,,
30-07-2003,1.4383,,
31-07-2003,1.4383,,
01-08-2003,1.4382,,
02-08-2003,1.4382,,
03-08-2003,1.4382,,
04-08-2003,1.4381,,
05-08-2003,1.4381,,
06-08-2003,1.438,,
07-08-2003,1.4383,,
08-08-2003,1.4385,,
09-08-2003,1.4387,,
10-08-2003,1.4389,,
11-08-2003,1.4391,,
12-08-2003,1.4393,,
13-08-2003,1.4395,,
14-08-2003,1.4397,,
15-08-2003,1.4399,,
16-08-2003,1.4401,,
17-08-2003,1.4403,,
18-08-2003,1.4405,,
19-08-2003,1.4407,,
20-08-2003,1.441,,
21-08-2003,1.4412,,
22-08-2003,1.4414,,
23-08-2003,1.4416,,
24-08-2003,1.4418,,
25-08-2003,1.442,,
26-08-2003,1.4422,,
27-08-2003,1.4424,,
28-08-2003,1.4426,,
29-08-2003,1.4428,,
30-08-2003,1.443,,
31-08-2003,1.4432,,
01-09-2003,1.4435,,
02-09-2003,1.4437,,
03-09-2003,1.4439,,
04-09-2003,1.4441,,
05-09-2003,1.4443,,
06-09-2003,1.4445,,
07-09-2003,1.4445,,
08-09-2003,1.4446,,
09-09-2003,1.4446,,
10-09-2003,1.4446,,
11-09-2003,1.4446,,
12-09-2003,1.4446,,
13-09-2003,1.4446,,
14-09-2003,1.4446,,
15-09-2003,1.4446,,
16-09-2003,1.4446,,
17-09-2003,1.4447,,
18-09-2003,1.4447,,
19-09-2003,1.4447,,
20-09-2003,1.4447,,
21-09-2003,1.4447,,
22-09-2003,1.4447,,
23-09-2003,1.4447,,
24-09-2003,1.4447,,
25-09-2003,1.4447,,
26-09-2003,1.4447,,
27-09-2003,1.4448,,
28-09-2003,1.4448,,
29-09-2003,1.4448,,
30-09-2003,1.4448,,
01-10-2003,1.4448,,
02-10-2003,1.4448,,
03-10-2003,1.4448,,
04-10-2003,1.4448,,
05-10-2003,1.4448,,
06-10-2003,1.4448,,
07-10-2003,1.4449,,
08-10-2003,1.4449,,
09-10-2003,1.4449,,
10-10-2003,1.4449,,
11-10-2003,1.4449,,
12-10-2003,1.445,,
13-10-2003,1.445,,
14-10-2003,1.445,,
15-10-2003,1.445,,
16-10-2003,1.445,,
17-10-2003,1.4451,,
18-10-2003,1.4451,,
19-10-2003,1.4451,,
20-10-2003,1.4451,,
21-10-2003,1.4451,,
22-10-2003,1.4452,,
23-10-2003,1.4452,,
24-10-2003,1.4452,,
25-10-2003,1.4452,,
26-10-2003,1.4452,,
27-10-2003,1.4453,,
28-10-2003,1.4453,,
29-10-2003,1.4453,,
30-10-2003,1.4453,,
31-10-2003,1.4453,,
01-11-2003,1.4454,,
02-11-2003,1.4454,,
03-11-2003,1.4454,,
04-11-2003,1.4454,,
05-11-2003,1.4454,,
06-11-2003,1.4455,,
07-11-2003,1.4457,,
08-11-2003,1.446,,
09-11-2003,1.4463,,
10-11-2003,1.4466,,
11-11-2003,1.4469,,
12-11-2003,1.4472,,
13-11-2003,1.4474,,
14-11-2003,1.4477,,
15-11-2003,1.448,,
16-11-2003,1.4483,,
17-11-2003,1.4486,,
18-11-2003,1.4489,,
19-11-2003,1.4491,,
20-11-2003,1.4494,,
21-11-2003,1.4497,,
22-11-2003,1.45,,
23-11-2003,1.4503,,
24-11-2003,1.4506,,
25-11-2003,1.4508,,
26-11-2003,1.4511,,
27-11-2003,1.4514,,
28-11-2003,1.4517,,
29-11-2003,1.452,,
30-11-2003,1.4523,,
01-12-2003,1.4525,,
02-12-2003,1.4528,,
03-12-2003,1.4531,,
04-12-2003,1.4534,,
05-12-2003,1.4536,,
06-12-2003,1.4539,,
07-12-2003,1.454,,
08-12-2003,1.4541,,
09-12-2003,1.4543,,
10-12-2003,1.4544,,
11-12-2003,1.4545,,
12-12-2003,1.4546,,
13-12-2003,1.4547,,
14-12-2003,1.4548,,
15-12-2003,1.4549,,
16-12-2003,1.4551,,
17-12-2003,1.4552,,
18-12-2003,1.4553,,
19-12-2003,1.4554,,
20-12-2003,1.4555,,
21-12-2003,1.4556,,
22-12-2003,1.4558,,
23-12-2003,1.4559,,
24-12-2003,1.456,,
25-12-2003,1.4561,,
26-12-2003,1.4562,,
27-12-2003,1.4563,,
28-12-2003,1.4565,,
29-12-2003,1.4566,,
30-12-2003,1.4567,,
31-12-2003,1.4568,,
01-01-2004,1.4569,,
02-01-2004,1.457,,
03-01-2004,1.4571,,
04-01-2004,1.4573,,
05-01-2004,1.4574,,
06-01-2004,1.4575,,
07-01-2004,1.4576,,
08-01-2004,1.4577,,
09-01-2004,1.4578,,
10-01-2004,1.4579,,
11-01-2004,1.458,,
12-01-2004,1.4581,,
13-01-2004,1.4582,,
14-01-2004,1.4583,,
15-01-2004,1.4584,,
16-01-2004,1.4585,,
17-01-2004,1.4586,,
18-01-2004,1.4587,,
19-01-2004,1.4588,,
20-01-2004,1.4589,,
21-01-2004,1.459,,
22-01-2004,1.4591,,
23-01-2004,1.4592,,
24-01-2004,1.4593,,
25-01-2004,1.4594,,
26-01-2004,1.4595,,
27-01-2004,1.4596,,
28-01-2004,1.4597,,
29-01-2004,1.4598,,
30-01-2004,1.4599,,
31-01-2004,1.46,,
01-02-2004,1.4601,,
02-02-2004,1.4602,,
03-02-2004,1.4603,,
04-02-2004,1.4604,,
05-02-2004,1.4605,,
06-02-2004,1.4606,,
07-02-2004,1.4608,,
08-02-2004,1.461,,
09-02-2004,1.4612,,
10-02-2004,1.4615,,
11-02-2004,1.4617,,
12-02-2004,1.4619,,
13-02-2004,1.4621,,
14-02-2004,1.4623,,
15-02-2004,1.4625,,
16-02-2004,1.4627,,
17-02-2004,1.4629,,
18-02-2004,1.4631,,
19-02-2004,1.4634,,
20-02-2004,1.4636,,
21-02-2004,1.4638,,
22-02-2004,1.464,,
23-02-2004,1.4642,,
24-02-2004,1.4644,,
25-02-2004,1.4646,,
26-02-2004,1.4648,,
27-02-2004,1.4651,,
28-02-2004,1.4653,,
29-02-2004,1.4655,,
01-03-2004,1.4657,,
02-03-2004,1.4659,,
03-03-2004,1.4661,,
04-03-2004,1.4663,,
05-03-2004,1.4665,,
06-03-2004,1.4667,,
07-03-2004,1.4667,,
08-03-2004,1.4668,,
09-03-2004,1.4668,,
10-03-2004,1.4669,,
11-03-2004,1.4669,,
12-03-2004,1.4669,,
13-03-2004,1.467,,
14-03-2004,1.467,,
15-03-2004,1.4671,,
16-03-2004,1.4671,,
17-03-2004,1.4672,,
18-03-2004,1.4672,,
19-03-2004,1.4673,,
20-03-2004,1.4673,,
21-03-2004,1.4674,,
22-03-2004,1.4674,,
23-03-2004,1.4675,,
24-03-2004,1.4675,,
25-03-2004,1.4675,,
26-03-2004,1.4676,,
27-03-2004,1.4676,,
28-03-2004,1.4677,,
29-03-2004,1.4677,,
30-03-2004,1.4678,,
31-03-2004,1.4678,,
01-04-2004,1.4679,,
02-04-2004,1.4679,,
03-04-2004,1.468,,
04-04-2004,1.468,,
05-04-2004,1.4681,,
06-04-2004,1.4681,,
07-04-2004,1.4684,,
08-04-2004,1.4687,,
09-04-2004,1.469,,
10-04-2004,1.4693,,
11-04-2004,1.4696,,
12-04-2004,1.4699,,
13-04-2004,1.4702,,
14-04-2004,1.4705,,
15-04-2004,1.4708,,
16-04-2004,1.471,,
17-04-2004,1.4713,,
18-04-2004,1.4716,,
19-04-2004,1.4719,,
20-04-2004,1.4722,,
21-04-2004,1.4725,,
22-04-2004,1.4728,,
23-04-2004,1.4731,,
24-04-2004,1.4734,,
25-04-2004,1.4737,,
26-04-2004,1.474,,
27-04-2004,1.4743,,
28-04-2004,1.4746,,
29-04-2004,1.4749,,
30-04-2004,1.4752,,
01-05-2004,1.4754,,
02-05-2004,1.4757,,
03-05-2004,1.476,,
04-05-2004,1.4763,,
05-05-2004,1.4766,,
06-05-2004,1.4769,,
07-05-2004,1.4773,,
08-05-2004,1.4777,,
09-05-2004,1.4781,,
10-05-2004,1.4785,,
11-05-2004,1.4789,,
12-05-2004,1.4793,,
13-05-2004,1.4797,,
14-05-2004,1.4801,,
15-05-2004,1.4805,,
16-05-2004,1.4809,,
17-05-2004,1.4813,,
18-05-2004,1.4817,,
19-05-2004,1.4821,,
20-05-2004,1.4825,,
21-05-2004,1.4829,,
22-05-2004,1.4834,,
23-05-2004,1.4838,,
24-05-2004,1.4842,,
25-05-2004,1.4846,,
26-05-2004,1.485,,
27-05-2004,1.4854,,
28-05-2004,1.4858,,
29-05-2004,1.4862,,
30-05-2004,1.4866,,
31-05-2004,1.487,,
01-06-2004,1.4874,,
02-06-2004,1.4879,,
03-06-2004,1.4883,,
04-06-2004,1.4887,,
05-06-2004,1.4891,,
06-06-2004,1.4895,,
07-06-2004,1.4899,,
08-06-2004,1.4903,,
09-06-2004,1.4906,,
10-06-2004,1.491,,
11-06-2004,1.4914,,
12-06-2004,1.4917,,
13-06-2004,1.4921,,
14-06-2004,1.4925,,
15-06-2004,1.4928,,
16-06-2004,1.4932,,
17-06-2004,1.4936,,
18-06-2004,1.4939,,
19-06-2004,1.4943,,
20-06-2004,1.4946,,
21-06-2004,1.495,,
22-06-2004,1.4954,,
23-06-2004,1.4957,,
24-06-2004,1.4961,,
25-06-2004,1.4965,,
26-06-2004,1.4968,,
27-06-2004,1.4972,,
28-06-2004,1.4976,,
29-06-2004,1.4979,,
30-06-2004,1.4983,,
01-07-2004,1.4987,,
02-07-2004,1.499,,
03-07-2004,1.4994,,
04-07-2004,1.4997,,
05-07-2004,1.5001,,
06-07-2004,1.5004,,
07-07-2004,1.5007,,
08-07-2004,1.501,,
09-07-2004,1.5012,,
10-07-2004,1.5015,,
11-07-2004,1.5018,,
12-07-2004,1.5021,,
13-07-2004,1.5023,,
14-07-2004,1.5026,,
15-07-2004,1.5029,,
16-07-2004,1.5031,,
17-07-2004,1.5034,,
18-07-2004,1.5037,,
19-07-2004,1.5039,,
20-07-2004,1.5042,,
21-07-2004,1.5045,,
22-07-2004,1.5048,,
23-07-2004,1.505,,
24-07-2004,1.5053,,
25-07-2004,1.5056,,
26-07-2004,1.5058,,
27-07-2004,1.5061,,
28-07-2004,1.5064,,
29-07-2004,1.5067,,
30-07-2004,1.5069,,
31-07-2004,1.5072,,
01-08-2004,1.5075,,
02-08-2004,1.5077,,
03-08-2004,1.508,,
04-08-2004,1.5083,,
05-08-2004,1.5086,,
06-08-2004,1.5088,,
07-08-2004,1.5091,,
08-08-2004,1.5093,,
09-08-2004,1.5095,,
10-08-2004,1.5097,,
11-08-2004,1.51,,
12-08-2004,1.5102,,
13-08-2004,1.5104,,
14-08-2004,1.5106,,
15-08-2004,1.5108,,
16-08-2004,1.5111,,
17-08-2004,1.5113,,
18-08-2004,1.5115,,
19-08-2004,1.5117,,
20-08-2004,1.512,,
21-08-2004,1.5122,,
22-08-2004,1.5124,,
23-08-2004,1.5126,,
24-08-2004,1.5129,,
25-08-2004,1.5131,,
26-08-2004,1.5133,,
27-08-2004,1.5135,,
28-08-2004,1.5138,,
29-08-2004,1.514,,
30-08-2004,1.5142,,
31-08-2004,1.5144,,
01-09-2004,1.5147,,
02-09-2004,1.5149,,
03-09-2004,1.5151,,
04-09-2004,1.5154,,
05-09-2004,1.5156,,
06-09-2004,1.5158,,
07-09-2004,1.516,,
08-09-2004,1.5162,,
09-09-2004,1.5164,,
10-09-2004,1.5165,,
11-09-2004,1.5167,,
12-09-2004,1.5169,,
13-09-2004,1.5171,,
14-09-2004,1.5172,,
15-09-2004,1.5174,,
16-09-2004,1.5176,,
17-09-2004,1.5178,,
18-09-2004,1.5179,,
19-09-2004,1.5181,,
20-09-2004,1.5183,,
21-09-2004,1.5184,,
22-09-2004,1.5186,,
23-09-2004,1.5188,,
24-09-2004,1.519,,
25-09-2004,1.5191,,
26-09-2004,1.5193,,
27-09-2004,1.5195,,
28-09-2004,1.5197,,
29-09-2004,1.5198,,
30-09-2004,1.52,,
01-10-2004,1.5202,,
02-10-2004,1.5204,,
03-10-2004,1.5205,,
04-10-2004,1.5207,,
05-10-2004,1.5209,,
06-10-2004,1.521,,
07-10-2004,1.5213,,
08-10-2004,1.5216,,
09-10-2004,1.522,,
10-10-2004,1.5223,,
11-10-2004,1.5226,,
12-10-2004,1.5229,,
13-10-2004,1.5232,,
14-10-2004,1.5235,,
15-10-2004,1.5238,,
16-10-2004,1.5241,,
17-10-2004,1.5244,,
18-10-2004,1.5247,,
19-10-2004,1.5251,,
20-10-2004,1.5254,,
21-10-2004,1.5257,,
22-10-2004,1.526,,
23-10-2004,1.5263,,
24-10-2004,1.5266,,
25-10-2004,1.5269,,
26-10-2004,1.5272,,
27-10-2004,1.5275,,
28-10-2004,1.5279,,
29-10-2004,1.5282,,
30-10-2004,1.5285,,
31-10-2004,1.5288,,
01-11-2004,1.5291,,
02-11-2004,1.5294,,
03-11-2004,1.5298,,
04-11-2004,1.5301,,
05-11-2004,1.5304,,
06-11-2004,1.5307,,
07-11-2004,1.5309,,
08-11-2004,1.5311,,
09-11-2004,1.5313,,
10-11-2004,1.5315,,
11-11-2004,1.5317,,
12-11-2004,1.5319,,
13-11-2004,1.5321,,
14-11-2004,1.5323,,
15-11-2004,1.5325,,
16-11-2004,1.5327,,
17-11-2004,1.5329,,
18-11-2004,1.5331,,
19-11-2004,1.5333,,
20-11-2004,1.5335,,
21-11-2004,1.5337,,
22-11-2004,1.5339,,
23-11-2004,1.5341,,
24-11-2004,1.5343,,
25-11-2004,1.5345,,
26-11-2004,1.5347,,
27-11-2004,1.5349,,
28-11-2004,1.5351,,
29-11-2004,1.5354,,
30-11-2004,1.5356,,
01-12-2004,1.5357,,
02-12-2004,1.5359,,
03-12-2004,1.5361,,
04-12-2004,1.5363,,
05-12-2004,1.5365,,
06-12-2004,1.5367,,
07-12-2004,1.5367,,
08-12-2004,1.5367,,
09-12-2004,1.5367,,
10-12-2004,1.5367,,
11-12-2004,1.5367,,
12-12-2004,1.5367,,
13-12-2004,1.5367,,
14-12-2004,1.5367,,
15-12-2004,1.5367,,
16-12-2004,1.5367,,
17-12-2004,1.5367,,
18-12-2004,1.5367,,
19-12-2004,1.5367,,
20-12-2004,1.5367,,
21-12-2004,1.5367,,
22-12-2004,1.5367,,
23-12-2004,1.5367,,
24-12-2004,1.5367,,
25-12-2004,1.5367,,
26-12-2004,1.5367,,
27-12-2004,1.5367,,
28-12-2004,1.5367,,
29-12-2004,1.5367,,
30-12-2004,1.5367,,
31-12-2004,1.5367,,
01-01-2005,1.5367,,
02-01-2005,1.5367,,
03-01-2005,1.5367,,
04-01-2005,1.5367,,
05-01-2005,1.5367,,
06-01-2005,1.5367,,
07-01-2005,1.5371,,
08-01-2005,1.5376,,
09-01-2005,1.538,,
10-01-2005,1.5384,,
11-01-2005,1.5388,,
12-01-2005,1.5392,,
13-01-2005,1.5396,,
14-01-2005,1.54,,
15-01-2005,1.5405,,
16-01-2005,1.5409,,
17-01-2005,1.5413,,
18-01-2005,1.5417,,
19-01-2005,1.5421,,
20-01-2005,1.5425,,
21-01-2005,1.543,,
22-01-2005,1.5434,,
23-01-2005,1.5438,,
24-01-2005,1.5442,,
25-01-2005,1.5446,,
26-01-2005,1.545,,
27-01-2005,1.5455,,
28-01-2005,1.5459,,
29-01-2005,1.5463,,
30-01-2005,1.5467,,
31-01-2005,1.5471,,
01-02-2005,1.5476,,
02-02-2005,1.548,,
03-02-2005,1.5485,,
04-02-2005,1.549,,
05-02-2005,1.5494,,
06-02-2005,1.5499,,
07-02-2005,1.5507,,
08-02-2005,1.5515,,
09-02-2005,1.5523,,
10-02-2005,1.5532,,
11-02-2005,1.554,,
12-02-2005,1.5548,,
13-02-2005,1.5556,,
14-02-2005,1.5564,,
15-02-2005,1.5572,,
16-02-2005,1.5581,,
17-02-2005,1.5589,,
18-02-2005,1.5597,,
19-02-2005,1.5605,,
20-02-2005,1.5613,,
21-02-2005,1.5621,,
22-02-2005,1.563,,
23-02-2005,1.5638,,
24-02-2005,1.5646,,
25-02-2005,1.5654,,
26-02-2005,1.5663,,
27-02-2005,1.5671,,
28-02-2005,1.5679,,
01-03-2005,1.5686,,
02-03-2005,1.5694,,
03-03-2005,1.5701,,
04-03-2005,1.5709,,
05-03-2005,1.5716,,
06-03-2005,1.5724,,
07-03-2005,1.5728,,
08-03-2005,1.5733,,
09-03-2005,1.5738,,
10-03-2005,1.5743,,
11-03-2005,1.5748,,
12-03-2005,1.5752,,
13-03-2005,1.5757,,
14-03-2005,1.5762,,
15-03-2005,1.5767,,
16-03-2005,1.5772,,
17-03-2005,1.5777,,
18-03-2005,1.5781,,
19-03-2005,1.5786,,
20-03-2005,1.5791,,
21-03-2005,1.5796,,
22-03-2005,1.5801,,
23-03-2005,1.5805,,
24-03-2005,1.581,,
25-03-2005,1.5815,,
26-03-2005,1.582,,
27-03-2005,1.5825,,
28-03-2005,1.583,,
29-03-2005,1.5834,,
30-03-2005,1.5839,,
31-03-2005,1.5844,,
01-04-2005,1.5849,,
02-04-2005,1.5854,,
03-04-2005,1.5859,,
04-04-2005,1.5864,,
05-04-2005,1.5869,,
06-04-2005,1.5874,,
07-04-2005,1.5882,,
08-04-2005,1.589,,
09-04-2005,1.5898,,
10-04-2005,1.5907,,
11-04-2005,1.5915,,
12-04-2005,1.5923,,
13-04-2005,1.5931,,
14-04-2005,1.5939,,
15-04-2005,1.5947,,
16-04-2005,1.5955,,
17-04-2005,1.5963,,
18-04-2005,1.5972,,
19-04-2005,1.598,,
20-04-2005,1.5988,,
21-04-2005,1.5996,,
22-04-2005,1.6004,,
23-04-2005,1.6012,,
24-04-2005,1.6021,,
25-04-2005,1.6029,,
26-04-2005,1.6037,,
27-04-2005,1.6045,,
28-04-2005,1.6053,,
29-04-2005,1.6061,,
30-04-2005,1.607,,
01-05-2005,1.6078,,
02-05-2005,1.6086,,
03-05-2005,1.6093,,
04-05-2005,1.6101,,
05-05-2005,1.6109,,
06-05-2005,1.6117,,
07-05-2005,1.612,,
08-05-2005,1.6122,,
09-05-2005,1.6125,,
10-05-2005,1.6127,,
11-05-2005,1.613,,
12-05-2005,1.6133,,
13-05-2005,1.6135,,
14-05-2005,1.6138,,
15-05-2005,1.614,,
16-05-2005,1.6143,,
17-05-2005,1.6145,,
18-05-2005,1.6148,,
19-05-2005,1.615,,
20-05-2005,1.6153,,
21-05-2005,1.6155,,
22-05-2005,1.6158,,
23-05-2005,1.616,,
24-05-2005,1.6163,,
25-05-2005,1.6166,,
26-05-2005,1.6168,,
27-05-2005,1.6171,,
28-05-2005,1.6173,,
29-05-2005,1.6176,,
30-05-2005,1.6178,,
31-05-2005,1.6181,,
01-06-2005,1.6183,,
02-06-2005,1.6186,,
03-06-2005,1.6189,,
04-06-2005,1.6191,,
05-06-2005,1.6194,,
06-06-2005,1.6196,,
07-06-2005,1.62,,
08-06-2005,1.6203,,
09-06-2005,1.6206,,
10-06-2005,1.6209,,
11-06-2005,1.6213,,
12-06-2005,1.6216,,
13-06-2005,1.6219,,
14-06-2005,1.6222,,
15-06-2005,1.6226,,
16-06-2005,1.6229,,
17-06-2005,1.6232,,
18-06-2005,1.6235,,
19-06-2005,1.6239,,
20-06-2005,1.6242,,
21-06-2005,1.6245,,
22-06-2005,1.6248,,
23-06-2005,1.6252,,
24-06-2005,1.6255,,
25-06-2005,1.6258,,
26-06-2005,1.6261,,
27-06-2005,1.6265,,
28-06-2005,1.6268,,
29-06-2005,1.6271,,
30-06-2005,1.6274,,
01-07-2005,1.6278,,
02-07-2005,1.6281,,
03-07-2005,1.6284,,
04-07-2005,1.6287,,
05-07-2005,1.629,,
06-07-2005,1.6293,,
07-07-2005,1.6298,,
08-07-2005,1.6303,,
09-07-2005,1.6308,,
10-07-2005,1.6313,,
11-07-2005,1.6317,,
12-07-2005,1.6322,,
13-07-2005,1.6327,,
14-07-2005,1.6332,,
15-07-2005,1.6337,,
16-07-2005,1.6341,,
17-07-2005,1.6346,,
18-07-2005,1.6351,,
19-07-2005,1.6356,,
20-07-2005,1.6361,,
21-07-2005,1.6365,,
22-07-2005,1.637,,
23-07-2005,1.6375,,
24-07-2005,1.638,,
25-07-2005,1.6385,,
26-07-2005,1.639,,
27-07-2005,1.6394,,
28-07-2005,1.6399,,
29-07-2005,1.6404,,
30-07-2005,1.6409,,
31-07-2005,1.6414,,
01-08-2005,1.6418,,
02-08-2005,1.6423,,
03-08-2005,1.6428,,
04-08-2005,1.6433,,
05-08-2005,1.6438,,
06-08-2005,1.6443,,
07-08-2005,1.6448,,
08-08-2005,1.6453,,
09-08-2005,1.6459,,
10-08-2005,1.6464,,
11-08-2005,1.6469,,
12-08-2005,1.6474,,
13-08-2005,1.648,,
14-08-2005,1.6485,,
15-08-2005,1.649,,
16-08-2005,1.6496,,
17-08-2005,1.6501,,
18-08-2005,1.6506,,
19-08-2005,1.6512,,
20-08-2005,1.6517,,
21-08-2005,1.6522,,
22-08-2005,1.6528,,
23-08-2005,1.6533,,
24-08-2005,1.6538,,
25-08-2005,1.6543,,
26-08-2005,1.6549,,
27-08-2005,1.6554,,
28-08-2005,1.6559,,
29-08-2005,1.6565,,
30-08-2005,1.657,,
31-08-2005,1.6575,,
01-09-2005,1.6581,,
02-09-2005,1.6586,,
03-09-2005,1.6592,,
04-09-2005,1.6598,,
05-09-2005,1.6603,,
06-09-2005,1.6609,,
07-09-2005,1.6611,,
08-09-2005,1.6613,,
09-09-2005,1.6616,,
10-09-2005,1.6618,,
11-09-2005,1.6621,,
12-09-2005,1.6623,,
13-09-2005,1.6626,,
14-09-2005,1.6628,,
15-09-2005,1.663,,
16-09-2005,1.6633,,
17-09-2005,1.6635,,
18-09-2005,1.6638,,
19-09-2005,1.664,,
20-09-2005,1.6642,,
21-09-2005,1.6645,,
22-09-2005,1.6647,,
23-09-2005,1.665,,
24-09-2005,1.6652,,
25-09-2005,1.6655,,
26-09-2005,1.6657,,
27-09-2005,1.6659,,
28-09-2005,1.6662,,
29-09-2005,1.6664,,
30-09-2005,1.6667,,
01-10-2005,1.6669,,
02-10-2005,1.6671,,
